img,Translation Method,Text Font,Gemini API Key (Optional),output,timestamp
.gradio\flagged\img\43d1906b9688dd34ebd8\1545901003927131388.jpg,gemini,fonts/ariali.ttf,,.gradio\flagged\output\664e3f96e24a8395fe47\image.webp,2025-08-11 23:22:53.369403
